,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
FAM133A2,4.87235712579174e-244,1.461739428,0.399,0.088,2.70537629409586e-239,FRZB,FAM133A
ADPRHL21,1.9531590070854e-76,1.460967761,0.225,0.077,1.08449153868417e-71,FRZB,ADPRHL2
KDM2B,6.6967821944364e-204,1.090331751,0.171,0.058,3.71838831346081e-199,MKI67,KDM2B
GBP5,6.69275535021845e-160,1.380046139,0.203,0.094,3.71615240820879e-155,GZMA,GBP5
NARF,7.86387943679306e-72,1.222321347,0.386,0.286,4.36641905727934e-67,FCRL5,NARF
REXO21,1.10343697262043e-303,1.460307955,0.846,0.381,6.12683379047491e-299,FRZB,REXO2
UBE2E31,2.85478403791671e-285,1.460260833,0.772,0.307,1.58511883705325e-280,FRZB,UBE2E3
HIGD1A2,1.89953232006068e-164,1.459255372,0.472,0.168,1.05471532071369e-159,FRZB,HIGD1A
SF3B41,9.15563305030206e-39,1.22166001,0.255,0.183,5.08366525118022e-34,FCRL5,SF3B4
UBLCP1,5.30781933863145e-119,1.457766764,0.354,0.127,2.94716668777511e-114,FRZB,UBLCP1
PRPF191,4.24595385652879e-167,1.457121001,0.468,0.164,2.35756587883761e-162,FRZB,PRPF19
FN3K,1.48562423202703e-70,1.456724254,0.173,0.052,8.2489285483301e-66,FRZB,FN3K
MSRB1,6.66316601436118e-226,0.924073423,0.216,0.078,3.69972292947405e-221,MKI67,MSRB1
RBM26,6.6591743301997e-281,0.817504522,0.427,0.199,3.69750654684338e-276,MKI67,RBM26
EEFSEC,6.65296983865958e-291,1.140258053,0.208,0.064,3.69406150291573e-286,MKI67,EEFSEC
PXK,6.65051179049459e-128,0.884086384,0.151,0.061,3.69269667167212e-123,MKI67,PXK
WASHC11,6.82074677616806e-145,1.45641988,0.386,0.128,3.78721964746732e-140,FRZB,WASHC1
VPS37B,2.53820670171005e-154,1.220888479,0.505,0.336,1.4093392711245e-149,FCRL5,VPS37B
POGLUT1,6.64679479526133e-187,0.753591543,0.212,0.083,3.69063281006885e-182,MKI67,POGLUT1
C1QB,6.645375599045e-79,1.610064493,0.164,0.092,3.68984480136974e-74,GZMA,C1QB
ATP6V1H,2.47958028623289e-20,1.220215356,0.152,0.105,1.37678695393081e-15,FCRL5,ATP6V1H
PTTG1IP,2.119568005792e-161,1.456378858,0.482,0.179,1.17689013521601e-156,FRZB,PTTG1IP
PSMC52,4.32269977090431e-300,1.456311699,0.836,0.364,2.40017904779462e-295,FRZB,PSMC5
KLHL42,6.63641051598061e-189,0.966908053,0.179,0.064,3.68486693899823e-184,MKI67,KLHL42
ATIC2,6.25467618550546e-154,1.455960441,0.442,0.155,3.47290895200191e-149,FRZB,ATIC
SSB1,1.30483723379789e-136,1.219785759,0.471,0.319,7.24510874066278e-132,FCRL5,SSB
BTN2A1,6.62034200210131e-184,0.993211013,0.175,0.063,3.67594489666675e-179,MKI67,BTN2A1
AC012360.3,5.96136151322648e-65,1.455660503,0.151,0.044,3.31004598021901e-60,FRZB,AC012360.3
PEPD1,6.28488889651526e-160,1.454795168,0.48,0.178,3.4896845597901e-155,FRZB,PEPD
CCNQ,6.6077319079803e-244,0.806457448,0.169,0.092,3.66894314190606e-239,MCL1,CCNQ
NAE12,2.01641798161129e-139,1.453810446,0.417,0.151,1.11961608428967e-134,FRZB,NAE1
TMEM70,3.92291269505795e-254,1.453800455,0.731,0.307,2.17819727393092e-249,FRZB,TMEM70
PITPNA-AS11,1.37779030343295e-94,1.453336157,0.333,0.131,7.65018065981147e-90,FRZB,PITPNA-AS1
GPR1601,2.63070723176378e-247,1.453118517,0.658,0.236,1.46070019043684e-242,FRZB,GPR160
LRR11,2.87794901110216e-62,1.451862413,0.199,0.071,1.59798118841448e-57,FRZB,LRR1
MCUR1,6.5963136209485e-304,0.763011187,0.553,0.289,3.66260313803165e-299,MKI67,MCUR1
ARPC4,6.58871491305832e-114,0.822003294,0.36,0.237,3.65838395547563e-109,GZMA,ARPC4
NUPL21,9.92940304975097e-130,1.451632582,0.362,0.123,5.51330104337422e-125,FRZB,NUPL2
TDP21,3.23538976884726e-86,1.450902583,0.251,0.085,1.79645016915244e-81,FRZB,TDP2
AAAS1,1.28224915444238e-104,1.450078479,0.343,0.129,7.1196884300413e-100,FRZB,AAAS
DECR12,3.34773412349023e-219,1.449705146,0.664,0.272,1.85882937206795e-214,FRZB,DECR1
RAB29,6.58280064294618e-72,0.947877481,0.155,0.086,3.65510005699587e-67,GZMA,RAB29
ASNA11,3.14011345476263e-102,1.218406829,0.37,0.235,1.74354799575695e-97,FCRL5,ASNA1
GCHFR1,3.16422012692627e-132,1.449704274,0.387,0.136,1.75693322547581e-127,FRZB,GCHFR
DMWD1,2.64457481361229e-49,1.44930704,0.168,0.061,1.46840016525823e-44,FRZB,DMWD
NDFIP2,1.40275349425378e-23,1.216917434,0.167,0.115,7.78878877684411e-19,FCRL5,NDFIP2
ICE21,7.55353179180293e-111,1.448817055,0.325,0.112,4.19409852739858e-106,FRZB,ICE2
GLIPR2,6.57380235688356e-88,1.285168467,0.16,0.085,3.6501037586596e-83,GZMA,GLIPR2
AK3,3.49664669002997e-61,1.216076671,0.332,0.238,1.94151307463914e-56,FCRL5,AK3
HACD31,2.21442901329861e-33,1.215045202,0.228,0.162,1.22956170963405e-28,FCRL5,HACD3
INIP1,9.91874066038825e-74,1.448352147,0.227,0.08,5.50738075168058e-69,FRZB,INIP
FAM120AOS,1.34148616616344e-146,1.447904518,0.45,0.169,7.44860193762248e-142,FRZB,FAM120AOS
NSUN21,7.17506644754915e-92,1.447776193,0.28,0.099,3.98395564500167e-87,FRZB,NSUN2
CALCOCO1,6.54954263419602e-12,0.752306788,0.174,0.21,3.63663354763734e-07,IGHA2,CALCOCO1
RNF71,0,1.447293844,0.898,0.417,0,FRZB,RNF7
BAX1,4.97785456534604e-235,1.447276123,0.701,0.288,2.76395374740839e-230,FRZB,BAX
FAM114A1,4.26247456153909e-92,1.44573602,0.244,0.079,2.36673900029458e-87,FRZB,FAM114A1
PSMC41,6.52153685462516e-125,1.213797638,0.466,0.329,3.62108333853062e-120,FCRL5,PSMC4
SMARCAD1,6.53491029334259e-156,0.938554858,0.155,0.057,3.62850894037847e-151,MKI67,SMARCAD1
NSMCE3,2.71545711255974e-69,1.213594113,0.317,0.21,1.50775756174879e-64,FCRL5,NSMCE3
PHF10,6.53448221981561e-197,0.919661527,0.176,0.061,3.62827125255262e-192,MKI67,PHF10
TMX12,1.35864603587833e-232,1.444285983,0.644,0.245,7.54388211421445e-228,FRZB,TMX1
"pEpip28 (SPINK4, XBP1)1",6.52978824440243e-302,0.759713465,0.399,0.17,3.62566492270445e-297,GZMA,"pEpip28 (SPINK4, XBP1)"
ADGRG5,2.79439226659583e-85,1.444078447,0.299,0.116,1.55158630602734e-80,FRZB,ADGRG5
EXOSC91,6.36458318919592e-89,1.443655588,0.261,0.089,3.53393481580103e-84,FRZB,EXOSC9
CPNE3,1.19825313105822e-45,1.211001943,0.289,0.209,6.65330051020075e-41,FCRL5,CPNE3
QSOX1,9.76396397134301e-24,1.210330923,0.164,0.112,5.42144099508821e-19,FCRL5,QSOX1
NOA1,6.52151538788326e-146,0.778275046,0.216,0.096,3.62107141912218e-141,MKI67,NOA1
CSTF31,1.08575864214644e-97,1.443088995,0.29,0.101,6.02867486051811e-93,FRZB,CSTF3
GTF2A21,1.8214964649709e-225,1.20772337,0.602,0.409,1.01138591217509e-220,FCRL5,GTF2A2
JKAMP1,6.34503689649042e-172,1.441795681,0.505,0.187,3.5230817367763e-167,FRZB,JKAMP
RSAD1,1.73337390932633e-93,1.441554409,0.267,0.09,9.62455863153443e-89,FRZB,RSAD1
TMEM1091,6.80747428809571e-74,1.207704914,0.35,0.241,3.77985009846514e-69,FCRL5,TMEM109
PARVB,4.86487874621465e-166,1.441130034,0.534,0.215,2.70122392383569e-161,FRZB,PARVB
EIF1AD,3.31592990375307e-102,1.440984039,0.326,0.12,1.84117007905889e-97,FRZB,EIF1AD
SERGEF,4.89291410216743e-55,1.44094974,0.196,0.074,2.71679055522846e-50,FRZB,SERGEF
RTRAF,2.92579860547737e-143,1.207215106,0.515,0.364,1.62454967569131e-138,FCRL5,RTRAF
ZCCHC7,7.7959043622753e-187,1.440026965,0.546,0.203,4.32867589715336e-182,FRZB,ZCCHC7
MRPL222,2.03905561672547e-252,1.439284048,0.731,0.299,1.13218563118682e-247,FRZB,MRPL22
WDR45B,2.19686255871137e-138,1.439129946,0.425,0.157,1.21980793572449e-133,FRZB,WDR45B
CRNDE,6.50164805249533e-126,1.022152837,0.228,0.113,3.61004008114803e-121,MKI67,CRNDE
C1orf109,6.50134962808874e-218,1.046503609,0.178,0.059,3.60987438099627e-213,MKI67,C1orf109
TRIR,3.87830176364605e-259,1.205455952,0.652,0.432,2.15342705426447e-254,FCRL5,TRIR
VPS33A,6.49924902181798e-218,1.124848505,0.172,0.056,3.60870801936443e-213,MKI67,VPS33A
TP53I3,5.10615709825812e-76,1.439086201,0.213,0.07,2.83519372880782e-71,FRZB,TP53I3
PRPF311,5.27024383028919e-46,1.204842745,0.278,0.197,2.92630288676808e-41,FCRL5,PRPF31
HIGD2A,0,1.438559349,0.97,0.547,0,FRZB,HIGD2A
INTS11,2.08355682127192e-30,1.203866667,0.25,0.19,1.15689492501123e-25,FCRL5,INTS11
PSMC31,5.22376330435095e-305,1.438100768,0.858,0.388,2.90049457474086e-300,FRZB,PSMC3
CCNE1,6.48534171751037e-279,1.499333167,0.152,0.039,3.60098598864763e-274,MKI67,CCNE1
DNAJC30,1.69257222935907e-105,1.43790166,0.317,0.111,9.39800730351625e-101,FRZB,DNAJC30
MRPL30,1.8362355853702e-41,1.437051649,0.156,0.06,1.0195698087768e-36,FRZB,MRPL30
DERA1,2.13127744485472e-94,1.436918325,0.314,0.118,1.18339180125558e-89,FRZB,DERA
PYCR1,4.81444028235518e-227,1.436579036,0.693,0.292,2.67321796677771e-222,FRZB,PYCR1
MAP3K11,6.46946354729348e-205,0.773709191,0.268,0.113,3.5921696346347e-200,MKI67,MAP3K11
AKAP81,9.07575989645321e-91,1.436032391,0.319,0.125,5.03931568250564e-86,FRZB,AKAP8
IGHM,6.46832298808097e-72,0.903346237,0.383,0.322,3.59153633913196e-67,IGHA2,IGHM
TRRAP,6.45431900609144e-138,0.833992006,0.154,0.06,3.58376062813227e-133,MKI67,TRRAP
GAR12,1.68989555260079e-131,1.435630027,0.366,0.123,9.38314505581587e-127,FRZB,GAR1
RHBDD3,6.44822789407207e-170,0.83988623,0.195,0.077,3.58037853818351e-165,MKI67,RHBDD3
HSH2D,0,1.435491717,0.883,0.421,0,FRZB,HSH2D
GGH1,4.54477482762977e-193,1.435311924,0.608,0.239,2.52348622304143e-188,FRZB,GGH
IDH21,0,1.434692488,0.979,0.525,0,FRZB,IDH2
TRIM41,8.44119156172289e-52,1.434581631,0.165,0.058,4.68697161464663e-47,FRZB,TRIM41
CHTOP,6.43223364950898e-292,0.808951147,0.457,0.217,3.57149773388986e-287,MKI67,CHTOP
AZI2,3.05790925014765e-28,1.201435646,0.226,0.167,1.69790411114448e-23,FCRL5,AZI2
FEN11,3.47785728478202e-78,1.434268525,0.273,0.103,1.93108025737522e-73,FRZB,FEN1
DIS3L1,2.432504011532e-61,1.434225758,0.2,0.072,1.35064785240314e-56,FRZB,DIS3L
CHMP51,2.78908293824699e-258,1.433836633,0.753,0.315,1.54863830146164e-253,FRZB,CHMP5
PML,6.42695252639274e-168,0.784239344,0.21,0.086,3.56856539027957e-163,MKI67,PML
MRPL442,1.30128662396011e-137,1.433376876,0.392,0.136,7.2253939795385e-133,FRZB,MRPL44
NAGA,6.42479642609063e-220,1.1599624,0.203,0.073,3.56736821558682e-215,MKI67,NAGA
BLOC1S4,6.39717979083638e-18,1.20063046,0.158,0.114,3.5520340788619e-13,FCRL5,BLOC1S4
PAFAH1B31,1.53490104603733e-128,1.433279516,0.362,0.123,8.52253805812227e-124,FRZB,PAFAH1B3
UBP1,6.41828826884053e-212,0.897942103,0.195,0.068,3.56375456127371e-207,MKI67,UBP1
ARPP19,4.67052099563098e-246,1.432951161,0.72,0.301,2.5933067828241e-241,FRZB,ARPP19
GALNT1,6.40216853364853e-251,0.841568911,0.235,0.116,3.55480407830835e-246,CD19,GALNT1
LYPLAL1,5.90457932834098e-21,1.198050125,0.169,0.12,3.27851767206133e-16,FCRL5,LYPLAL1
DUSP23,3.10801333776774e-40,1.197665118,0.216,0.141,1.72572440579554e-35,FCRL5,DUSP23
MRI11,1.0680070157398e-51,1.432902433,0.182,0.068,5.93010895489522e-47,FRZB,MRI1
FAM204A,3.16427934437454e-76,1.19760861,0.374,0.268,1.75696610596396e-71,FCRL5,FAM204A
C7orf50,2.20832568857784e-264,1.432845017,0.767,0.326,1.22617283858284e-259,FRZB,C7orf50
ATP5F1D,0,1.195198337,0.797,0.525,0,FCRL5,ATP5F1D
SIRT71,3.33207913178011e-135,1.432829092,0.408,0.148,1.8501369379209e-130,FRZB,SIRT7
CLPX,6.98514662474471e-109,1.432586958,0.335,0.121,3.8785026633895e-104,FRZB,CLPX
SUCLG2,9.38793676899503e-42,1.195153801,0.278,0.203,5.21265189098449e-37,FCRL5,SUCLG2
AKAP13,6.38262083051707e-203,0.856542547,0.499,0.325,3.5439502161446e-198,GZMA,AKAP13
ATP5F12,6.38202325141128e-219,0.997685881,0.288,0.123,3.54361841034611e-214,MKI67,ATP5F1
HIST1H1C1,0,1.432189004,0.973,0.442,0,FRZB,HIST1H1C
S100PBP,6.37499964393726e-212,0.827533022,0.257,0.105,3.53971855229616e-207,MKI67,S100PBP
CCDC821,2.70293037843699e-124,1.432062783,0.341,0.114,1.50080209262714e-119,FRZB,CCDC82
ATP6V1C1,6.3740841819188e-195,0.787827129,0.246,0.101,3.53921024201041e-190,MKI67,ATP6V1C1
SNRNP402,2.15890853666523e-119,1.431895179,0.383,0.143,1.19873396498337e-114,FRZB,SNRNP40
INPP1,5.68706124283846e-61,1.431171667,0.188,0.065,3.15774075508606e-56,FRZB,INPP1
MPLKIP,2.78831041656087e-204,1.430600604,0.588,0.219,1.54820935879542e-199,FRZB,MPLKIP
PNKP1,2.29492590701282e-247,1.430408598,0.702,0.275,1.27425760986887e-242,FRZB,PNKP
ARSG,4.97870439243954e-125,1.430184245,0.359,0.124,2.76442561390205e-120,FRZB,ARSG
HUS1,1.99636752273351e-85,1.428250857,0.255,0.088,1.10848306699778e-80,FRZB,HUS1
TMEM2051,0,1.428153637,0.973,0.518,0,FRZB,TMEM205
UBE2E1,9.48888314215631e-83,1.193547613,0.368,0.251,5.26870236468229e-78,FCRL5,UBE2E1
CEBPD,6.35645580413048e-251,2.500891625,0.176,0.042,3.52942208524345e-246,PGA5,CEBPD
ATP5F1B,6.50072607595178e-250,1.192984594,0.648,0.436,3.60952815367223e-245,FCRL5,ATP5F1B
POLR2K1,0,1.427914748,0.936,0.467,0,FRZB,POLR2K
ANKRD49,1.56434883201118e-29,1.18996719,0.196,0.134,8.68604688974208e-25,FCRL5,ANKRD49
NUBP1,6.35452243298702e-297,1.062453663,0.297,0.112,3.52834858091604e-292,MKI67,NUBP1
ISOC1,9.04741442718383e-147,1.427632572,0.473,0.184,5.02357686069382e-142,FRZB,ISOC1
CD70,6.35234294902256e-279,1.608426077,0.213,0.07,3.52713842244477e-274,MKI67,CD70
C12orf291,5.8292812957113e-68,1.426471882,0.223,0.081,3.2367084394437e-63,FRZB,C12orf29
BTG31,7.46717504123718e-218,1.42606916,0.645,0.256,4.14614894164695e-213,FRZB,BTG3
FAM133A,6.34632092120821e-253,1.28358826,0.235,0.084,3.52379469150086e-248,MKI67,FAM133A
POLR2C1,2.59092842484563e-155,1.425111962,0.487,0.186,1.43861300789554e-150,FRZB,POLR2C
HAT12,2.04964617265979e-156,1.424637099,0.487,0.186,1.13806603736935e-151,FRZB,HAT1
IFT43,7.16785793264685e-61,1.424618858,0.203,0.074,3.97995311710216e-56,FRZB,IFT43
TMX22,4.9321376167399e-219,1.424143881,0.642,0.246,2.73856941169483e-214,FRZB,TMX2
PHF1,1.10285172988098e-71,1.189441172,0.367,0.263,6.12358423016412e-67,FCRL5,PHF1
KAT5,6.33817947547738e-225,0.874705684,0.273,0.111,3.51927415375881e-220,MKI67,KAT5
LEPROT1,1.80266063800874e-206,1.424029973,0.583,0.215,1.00092731925435e-201,FRZB,LEPROT
TSC22D1,6.32856041283063e-190,1.855828084,0.237,0.082,3.51393316922421e-185,PGA5,TSC22D1
COPS42,3.21535775227136e-131,1.423615663,0.385,0.135,1.78532739194867e-126,FRZB,COPS4
TMCO1,0,1.188358364,0.723,0.5,0,FCRL5,TMCO1
C5orf30,6.32644880727512e-252,1.184446607,0.151,0.041,3.51276070023951e-247,MKI67,C5orf30
WDR55,9.07894021027655e-65,1.423454808,0.222,0.082,5.04108155175605e-60,FRZB,WDR55
NAE11,4.93761962124266e-22,1.188254413,0.202,0.153,2.74161329469499e-17,FCRL5,NAE1
TRNT1,2.15174088075441e-16,1.186396741,0.152,0.111,1.19475412403888e-11,FCRL5,TRNT1
REV1,6.31981073318346e-213,1.034273687,0.19,0.066,3.50907490960012e-208,MKI67,REV1
IRAK1,6.31315345715177e-305,0.869393293,0.44,0.202,3.50537845708352e-300,MKI67,IRAK1
SURF21,1.42437962286777e-22,1.185442504,0.192,0.141,7.90886785597329e-18,FCRL5,SURF2
ANG,1.74545324869414e-23,1.184082919,0.169,0.116,9.69162916337421e-19,FCRL5,ANG
SIRT2,1.879637278868e-114,1.422397772,0.389,0.152,1.04366859909146e-109,FRZB,SIRT2
AMDHD21,1.41316913941209e-56,1.421839007,0.189,0.069,7.84662164658562e-52,FRZB,AMDHD2
UTP6,6.29187680132537e-305,1.138552215,0.258,0.088,3.49356459393591e-300,MKI67,UTP6
VPS251,1.01304070753717e-155,1.42177367,0.491,0.188,5.62490852860012e-151,FRZB,VPS25
ECI12,8.22071590113067e-224,1.42097015,0.661,0.253,4.56455250410281e-219,FRZB,ECI1
CPT1A,6.28409970141698e-172,0.897404475,0.187,0.072,3.48924635921178e-167,MKI67,CPT1A
PSMC42,9.03936861726356e-266,1.420835094,0.775,0.328,5.01910942473559e-261,FRZB,PSMC4
RTF21,1.83545858361761e-163,1.420282754,0.519,0.202,1.01913837855368e-158,FRZB,RTF2
TMEM39B,6.28053644887532e-230,1.033273683,0.205,0.071,3.48726786323802e-225,MKI67,TMEM39B
ELAC1,1.50554859155341e-59,1.42018764,0.191,0.068,8.35955855460034e-55,FRZB,ELAC1
LMNB21,4.23633116206926e-45,1.419548771,0.166,0.063,2.35222287773896e-40,FRZB,LMNB2
SVBP,6.26639341178992e-213,0.926661753,0.237,0.092,3.47941494189635e-208,MKI67,SVBP
GCFC21,3.31446851187135e-52,1.419286263,0.174,0.063,1.84035864121657e-47,FRZB,GCFC2
NIT22,1.76365859204955e-148,1.418541159,0.453,0.165,9.79271433235515e-144,FRZB,NIT2
ITPR3,6.26182917062627e-120,0.750793514,0.153,0.063,3.47688064699023e-115,MKI67,ITPR3
RBM221,5.79552856283148e-120,1.418463085,0.388,0.147,3.21796723451218e-115,FRZB,RBM22
CARS2,6.26074055561902e-298,1.053382179,0.254,0.087,3.47627619350746e-293,MKI67,CARS2
LPCAT31,4.78965815558613e-47,1.418427152,0.164,0.061,2.6594576908892e-42,FRZB,LPCAT3
CBX11,4.11731513639456e-87,1.417416839,0.264,0.092,2.28613922948308e-82,FRZB,CBX1
LIMD2,6.2550761340888e-205,0.920864722,0.44,0.266,3.4731310234528e-200,GZMA,LIMD2
VRK32,7.12433495408955e-133,1.417133166,0.412,0.152,3.95578698325822e-128,FRZB,VRK3
PEF1,6.25255661281169e-207,0.783656475,0.319,0.146,3.47173205926369e-202,MKI67,PEF1
SMIM121,2.10814753812178e-138,1.41711408,0.428,0.158,1.17054892054212e-133,FRZB,SMIM12
TOMM70,6.24673995396775e-255,1.128071095,0.261,0.1,3.46850235944059e-250,MKI67,TOMM70
PDHX1,5.00890269300547e-58,1.416679145,0.199,0.074,2.78119322029129e-53,FRZB,PDHX
MAPKAPK5-AS1,3.02347545893062e-14,1.183675737,0.169,0.131,1.67878474857123e-09,FCRL5,MAPKAPK5-AS1
MAGED1,3.56204855833047e-203,1.416351571,0.633,0.26,1.97782746201299e-198,FRZB,MAGED1
SDCBP,6.24083446644359e-162,1.178870544,0.319,0.184,3.4652233374928e-157,GZMA,SDCBP
RDH14,7.58825853971703e-128,1.416328324,0.391,0.142,4.21338055417788e-123,FRZB,RDH14
COX202,2.26537514415578e-282,1.415925037,0.729,0.256,1.2578495487925e-277,FRZB,COX20
APLP21,3.11517957738029e-191,1.415507466,0.537,0.192,1.7297034603404e-186,FRZB,APLP2
CHTOP1,5.97962501751064e-48,1.182485431,0.308,0.227,3.32018679097279e-43,FCRL5,CHTOP
PHLDA1,6.23456434160612e-247,0.85212767,0.158,0.082,3.4617418506768e-242,MCL1,PHLDA1
BUB31,1.20464685022943e-248,1.4150381,0.766,0.338,6.6888016358989e-244,FRZB,BUB3
GCDH1,7.62596769863341e-33,1.182459182,0.244,0.179,4.2343185646662e-28,FCRL5,GCDH
GALK2,1.45258075746175e-147,1.41404002,0.452,0.167,8.06545465580634e-143,FRZB,GALK2
PAG11,6.22296224974498e-91,0.751854758,0.181,0.091,3.4552997891709e-86,MKI67,PAG1
ZFAND61,4.44156835858817e-300,1.413335617,0.835,0.351,2.46618083110608e-295,FRZB,ZFAND6
GTF3C61,1.08916309085367e-129,1.181611688,0.473,0.325,6.047578061965e-125,FCRL5,GTF3C6
INTS13,6.21699829176473e-251,1.127055247,0.228,0.081,3.45198830150237e-246,MKI67,INTS13
CERS2,2.37509931198394e-50,1.179596814,0.287,0.2,1.31877389297909e-45,FCRL5,CERS2
CKB,6.20951193642644e-57,1.331342663,0.154,0.074,3.44783150270078e-52,PGA5,CKB
APEH,3.8812452483247e-28,1.179024838,0.235,0.177,2.15506142413229e-23,FCRL5,APEH
CCDC1301,4.86137559624558e-112,1.413032794,0.313,0.105,2.69927879981536e-107,FRZB,CCDC130
MTFP1,6.19985779177287e-141,0.968597659,0.18,0.076,3.44247103888188e-136,MKI67,MTFP1
MAPK6,6.19631316882977e-175,0.776560674,0.215,0.088,3.44050288699273e-170,MKI67,MAPK6
FBXO46,3.94785972760268e-46,1.412994743,0.151,0.054,2.19204911375139e-41,FRZB,FBXO46
DDX42,6.19300293115226e-220,0.784637816,0.294,0.126,3.43866487752229e-215,MKI67,DDX42
COPS9,3.41493928060642e-159,1.178977487,0.539,0.374,1.89614503555672e-154,FCRL5,COPS9
COMMD21,4.09889226591106e-24,1.178852758,0.185,0.131,2.27590993064712e-19,FCRL5,COMMD2
YDJC,6.18509835725869e-251,0.757418158,0.326,0.137,3.43427586286789e-246,MKI67,YDJC
CABIN1,6.18379732968092e-221,0.965581201,0.212,0.077,3.43355346730533e-216,MKI67,CABIN1
DPH7,2.68145274771211e-110,1.412249626,0.347,0.128,1.48887663816715e-105,FRZB,DPH7
IFRD22,1.11321303714818e-172,1.412010559,0.499,0.177,6.18111538876528e-168,FRZB,IFRD2
GCSH,6.17912296021847e-300,0.902244679,0.424,0.191,3.4309580236613e-295,MKI67,GCSH
TMEM38B,3.67059148237202e-93,1.411973666,0.286,0.101,2.03809592058706e-88,FRZB,TMEM38B
TINF2,8.72660056008812e-35,1.178601425,0.262,0.195,4.84544496098893e-30,FCRL5,TINF2
STAT1,2.2440033921749e-127,1.178568978,0.453,0.297,1.24598288350511e-122,FCRL5,STAT1
RETREG3,3.96081112684214e-55,1.411757978,0.218,0.088,2.1992403781791e-50,FRZB,RETREG3
RBBP5,6.16625397962051e-204,0.78637042,0.217,0.082,3.42381252218429e-199,MKI67,RBBP5
SMIM271,6.11139378216251e-146,1.409325985,0.424,0.15,3.39335139754573e-141,FRZB,SMIM27
MFSD10,2.52973361399119e-101,1.409164591,0.332,0.123,1.40463458916861e-96,FRZB,MFSD10
MRPS18C2,1.2036325270397e-240,1.408865125,0.714,0.292,6.68316960638794e-236,FRZB,MRPS18C
FKBP81,0,1.408809488,0.935,0.476,0,FRZB,FKBP8
TIMM442,7.77189335601222e-150,1.408273983,0.446,0.161,4.31534378592578e-145,FRZB,TIMM44
MIA3,1.52386795983797e-78,1.17826483,0.38,0.27,8.46127684700034e-74,FCRL5,MIA3
SNAP23,4.25328943985918e-35,1.177776602,0.239,0.17,2.36163896148181e-30,FCRL5,SNAP23
ANAPC131,4.60138644241556e-228,1.408116952,0.679,0.274,2.55491982215124e-223,FRZB,ANAPC13
TXNDC92,1.15960675921053e-143,1.406790483,0.44,0.162,6.43871653051645e-139,FRZB,TXNDC9
CLASRP,3.51938414685794e-111,1.405795518,0.366,0.139,1.95413804754287e-106,FRZB,CLASRP
NDUFAF22,4.13288145617828e-168,1.40545331,0.511,0.19,2.29478242854299e-163,FRZB,NDUFAF2
SMIM26,1.98963152006067e-109,1.177384597,0.454,0.323,1.10474290151368e-104,FCRL5,SMIM26
PSMD6,7.5277212897611e-74,1.176720725,0.378,0.276,4.17976724613985e-69,FCRL5,PSMD6
AIMP1,6.13642002097621e-301,0.756094283,0.527,0.261,3.40724721664704e-296,MKI67,AIMP1
IL12RB1,6.12832496755422e-144,0.772635719,0.17,0.067,3.40275243823448e-139,MKI67,IL12RB1
ANAPC10,5.12504297152372e-113,1.404426672,0.33,0.114,2.84568010993855e-108,FRZB,ANAPC10
pS12 (prolif)2,6.12757591089381e-25,1.242531496,0.21,0.184,3.40233652452379e-20,MKI67,pS12 (prolif)
CEPT11,7.11666495031763e-89,1.403994352,0.271,0.095,3.95152821366386e-84,FRZB,CEPT1
DEDD21,1.03890218204579e-160,1.402379352,0.535,0.221,5.76850436580925e-156,FRZB,DEDD2
GCLM,6.11817942248599e-219,1.11946471,0.167,0.053,3.39711912433535e-214,MKI67,GCLM
TARBP21,1.04774854985774e-63,1.401226119,0.225,0.085,5.81762382308513e-59,FRZB,TARBP2
S100A91,6.11185076758613e-93,2.241579698,0.222,0.108,3.3936051387022e-88,PGA5,S100A9
MRPS222,9.95753083590409e-129,1.401097961,0.421,0.161,5.52891899663574e-124,FRZB,MRPS22
STRBP1,3.95478626562154e-210,1.400598294,0.606,0.224,2.19589507398636e-205,FRZB,STRBP
ORC2,6.11087270730196e-258,1.178044575,0.175,0.052,3.39306207072941e-253,MKI67,ORC2
RNF52,1.03765851042185e-177,1.400225536,0.57,0.229,5.76159887911734e-173,FRZB,RNF5
ASL1,2.89170931041757e-110,1.399523463,0.347,0.126,1.60562159460936e-105,FRZB,ASL
ZSCAN16-AS1,6.0856362741148e-160,0.841457019,0.246,0.112,3.37904954120224e-155,MKI67,ZSCAN16-AS1
WNK11,6.0843554680655e-301,0.936204787,0.358,0.148,3.37833837364337e-296,MKI67,WNK1
MED27,6.08131226667588e-286,1.222500185,0.209,0.066,3.37664863607178e-281,MKI67,MED27
ITGB3BP1,1.09668505239628e-102,1.39951035,0.322,0.116,6.08934375343034e-98,FRZB,ITGB3BP
TMEM161B-AS1,3.3028394273927e-69,1.399177673,0.197,0.065,1.83390159205979e-64,FRZB,TMEM161B-AS1
PRKCB1,6.07693536144749e-193,0.781936162,0.278,0.122,3.37421835944372e-188,MKI67,PRKCB
GTF3C51,3.14184420820192e-76,1.398872515,0.252,0.093,1.74450899660412e-71,FRZB,GTF3C5
DPF2,8.11776343051507e-105,1.398828797,0.345,0.129,4.5073881447935e-100,FRZB,DPF2
USB11,7.7983125494962e-67,1.398566624,0.212,0.075,4.33001304310777e-62,FRZB,USB1
U2AF1L41,1.85110676573199e-179,1.398098474,0.578,0.235,1.02782703167269e-174,FRZB,U2AF1L4
